WW_StaNumb,WW_Station,WBID,WB_Type,Site_DESCR,PARKING_ACCESS,Town,BorderTown,COUNTY,State,LAT_DD,LON_DD,ProjID,Year_added,Active,Status,DepthCode,MaxDepth_m,PublicAcce,LakeAcreag,sq__meter,HUC_8,HUC_10,HUC_12,HUC_10_NAME,HUC_12_NAME,Image,elevation_Feet,elevation_meters
296,WW296,RI0008039R-26,Stream or river,White Brook @ Pine Hill Rd,,Richmond,,WASHINGTON,RI,41.467171,-71.670601,12,2005,2014,Active,S,,Yes,,,1090005,109000502,10900050205,Upper Pawcatuck River,Tomaquag Brook-Pawcatuck River,,56.9,
297,WW297,RI0008039R-06B,Stream or river,Chipuxet River @ Yawgoo Valley Rd.,,Exeter,,WASHINGTON,RI,41.517907,-71.525556,12,,,Not Active,S,,Yes,,,1090005,109000502,10900050201,Upper Pawcatuck River,Chipuxet River-Pawcatuck River,,111.3,
298,WW298,RI0008040L-13,Lake or Pond,Browning Mill Pond,,Exeter,,WASHINGTON,RI,41.557935,-71.690326,12,2003,2006,Not Active,S,2.3,Yes,50.6,,1090005,109000501,10900050101,Wood River,Upper Wood River,,202.2,61.6
299,WW299,RI0010048L-02,Lake or Pond,Round Pond,,Little Compton,,NEWPORT,RI,41.46321,-71.187198,12,2004,2013,Not Active,S,1.9,Yes,,,1090002,109000205,10900020503,Sakonnet Point-Frontal Rhode Island Sound,Sakonnet Point-Frontal Rhode Island Sound,,2.3,0.7
300,WW300,RI0010048L-03,Lake or Pond,Simmons Mill Pond,,Little Compton,,NEWPORT,RI,41.537585,-71.14765,12,2004,2012,Not Active,S,1.9,Yes,,,1090002,109000205,10900020503,Sakonnet Point-Frontal Rhode Island Sound,Sakonnet Point-Frontal Rhode Island Sound,,65,19.8
301,WW301,RI0008040L-18,Lake or Pond,Wickaboxet Pond,,West Greenwich,,KENT,RI,41.629988,-71.768935,12,,,Not Active,S,,Yes,,,1090005,109000501,10900050101,Wood River,Upper Wood River,,329.8,100.5
302,WW302,,Stream or river,Green Falls River #1 (@ Green Falls Rd),,North Stonington,,NEW LONDON,CT,41.542858,-71.802475,12,2003,2012,Not Active,S,,Yes,,,1090005,109000503,10900050301,Lower Pawcatuck River,Ashaway River,,,
303,WW303,,Stream or river,Green Falls River #2 (@ Putker),,North Stonington,,NEW LONDON,CT,41.472412,-71.816299,12,2003,2015,Not Active,S,,Yes,,,1090005,109000503,10900050301,Lower Pawcatuck River,Ashaway River,,,
304,WW304,RI0008039R-37,Stream or river,Green Falls - Rte 184,,Hopkinton,,WASHINGTON,RI,41.443211,-71.796295,12,2003,2015,Not Active,S,,Yes,,,1090005,109000503,10900050301,Lower Pawcatuck River,Ashaway River,,52.9,
305,WW305,RI0007027R-02,Stream or river,Himes River @ Layfayette Rd,,North Kingstown,,KENT,RI,41.56086,-71.494438,12,2004,,Not Active,S,,Yes,,,1090004,109000409,10900040908,Narragansett Bay,Lower West Passage,,90.4,
306,WW306,RI0007027E-04B,Estuary,Wickford Harbor between Rabbit Is. and Cornelius Is.,,North Kingstown,,KENT,RI,41.579803,-71.452198,12,2006,2006,Not Active,S,,Yes,,,1090004,109000409,10900040908,Narragansett Bay,Lower West Passage,,,
307,WW307,RI0010043L-18,Salt Pond,Little Maschaug Pond,,Westerly,,WASHINGTON,RI,41.321333,-71.821639,12,2005,,Not Active,S,,No,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,1.8,
308,WW308,RI0002007R-10D,Estuary,Woonasquatucket River @ Waterplace Park,,Providence,,PROVIDENCE,RI,41.826576,-71.414062,12,2008,2016,Active,S,,Yes,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,3.1,
309,WW309,RI0010043E-07,Salt Pond,Quonochontaug Pond - Judge's Rock,,Westerly,,WASHINGTON,RI,41.333056,-71.747167,12,2008,2016,Active,D,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,-8.7,
310,WW310,RI0008039R-24,Stream or river,Tomaquag Brook @ Chase Hill,,Hopkinton,,WASHINGTON,RI,41.410816,-71.763672,12,2004,2016,Active,S,,Yes,,,1090005,109000502,10900050205,Upper Pawcatuck River,Tomaquag Brook-Pawcatuck River,,35,
311,WW311,,Stream or river,Asseconk Brook @ Rte 2,,North Stonington,,NEW LONDON,CT,41.438511,-71.884361,12,2004,,Not Active,S,,Yes,,,1090005,109000503,10900050301,Lower Pawcatuck River,Ashaway River,,,
312,WW312,,Stream or river,Shunock River @ Below Parke Pond,,North Stonington,,NEW LONDON,CT,41.442307,-71.877022,12,2004,,Not Active,S,,Yes,,,1090005,109000503,10900050302,Lower Pawcatuck River,Shunock River,,,
313,WW313,,Stream or river,Shunock River @ Main St,,North Stonington,,NEW LONDON,CT,41.441151,-71.881058,12,2004,,Not Active,S,,Yes,,,1090005,109000503,10900050302,Lower Pawcatuck River,Shunock River,,,
314,WW314,RI0008039L-26,Reservoir ,White Brook Pond,,Richmond,,WASHINGTON,RI,41.46508,-71.670258,12,2005,,Not Active,S,,Yes,,,1090005,109000502,10900050205,Upper Pawcatuck River,Tomaquag Brook-Pawcatuck River,,56.2,17.1
315,WW315,RI0007025E-04A,Ocean,Greenwich Bay # 2 - Sally Rock,,Warwick,,KENT,RI,41.672285,-71.412778,12,2005,,Not Active,D,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,,
316,WW316,RI0007025E-04B,Ocean,Greenwich Bay # 3 - The Brothers,,Warwick,,KENT,RI,41.680977,-71.434584,12,2005,,Not Active,D,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,,
317,WW317,RI0007025E-01,Ocean,Greenwich Bay # 4 - Greenwich Bay Marina,,Warwick,,KENT,RI,41.684943,-71.445853,12,2005,,Not Active,D,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,,
318,WW318,RI0007025E-01,Estuary,Greenwich Bay # 6 - Ponaug Marina,,Warwick,,KENT,RI,41.696269,-71.45279,12,2005,2016,Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,,
319,WW319,RI0007025E-02,Estuary,Greenwich Bay # 8 - Little Rhody Boat Club,,Warwick,,KENT,RI,41.690398,-71.404225,12,2005,,Not Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,,
320,WW320,RI0007025E-06A,Estuary,Greenwich Bay # 9 - Warwick Cove Marina,,Warwick,,KENT,RI,41.68756,-71.392835,12,2005,,Not Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,,
321,WW321,RI0007025E-04A,Ocean,Greenwich Bay # 1 - Middle Ground Buoy,,Warwick,,KENT,RI,41.671211,-71.397765,12,2005,,Not Active,D,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,,
322,WW322,RI0007025E-06A,Estuary,Greenwich Bay # 10 - Greenwich Bay North Marina,,Warwick,,KENT,RI,41.692957,-71.390351,12,2005,,Not Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,,
323,WW323,RI0007025E-05B,Ocean,Greenwich Bay # 11 - Mouth of Greenwich Cove,,Warwick,,KENT,RI,41.668753,-71.439929,12,2005,,Not Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,,
324,WW324,RI0007025E-05A,Estuary,Greenwich Bay # 12 - Harborside,,East Greenwich,,KENT,RI,41.661712,-71.444117,12,2005,,Not Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,-9.7,
325,WW325,RI0007025E-05A,Estuary,Greenwich Bay # 13 - EG Town Dock,,East Greenwich,,KENT,RI,41.656283,-71.448264,12,2005,2016,Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,-5.2,
326,WW326,RI0007025E-06A,Estuary,Greenwich Bay # 14 - Wharf Marina,,Warwick,,KENT,RI,41.696678,-71.388553,12,2005,,Not Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,,
327,WW327,RI0010044R-03,Stream or river,Narrow River 15 - Crooked Brook @ Farm,,Narragansett,,WASHINGTON,RI,41.428692,-71.466441,12,2005,2007,Not Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,54.6,
328,WW328,RI0010044R-03,Stream or river,Narrow River 16 - Crooked Brook @ School,,Narragansett,,WASHINGTON,RI,41.433934,-71.466914,12,2005,2007,Not Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,28.8,
329,WW329,RI0010046E-01B,Stream or river,Great Salt Pond Trib. #9 (Negus Park),,New Shoreham,,WASHINGTON,RI,41.176046,-71.570066,12,2004,2011,Not Active,S,,Yes,,,1090005,109000504,10900050404,Frontal Block Island Sound,Block Island,,-0.1,
330,WW330,RI0010046E-01B,Stream or river,Great Salt Pond Trib. #10 (Island Hardware),,New Shoreham,,WASHINGTON,RI,41.174802,-71.567825,12,,2012,Not Active,S,,Yes,,,1090005,109000504,10900050404,Frontal Block Island Sound,Block Island,,6.9,
331,WW331,RI0010046E-01B,Stream or river,Great Salt Pond Trib. #11 (Sullivan's),,New Shoreham,,WASHINGTON,RI,41.183856,-71.568731,12,,2016,Active,S,,Yes,,,1090005,109000504,10900050404,Frontal Block Island Sound,Block Island,,0.3,
332,WW332,RI0010044E-01A,Estuary,Narrow River 13 - Near Lakeside Rd.,,Narragansett,,WASHINGTON,RI,41.492231,-71.446705,12,2005,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,,
333,WW333,RI0010045L-04,Stream or river,Narrow River 14 - Lakeside Rd. Outflow,,Narragansett,,WASHINGTON,RI,41.491467,-71.446527,12,2005,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,0.6,
334,WW334,RI0005011L-02,Lake or Pond,Sisson Pond (Waterman Pond),,Coventry,,KENT,RI,41.71392,-71.729553,12,2004,2004,Not Active,S,2,Yes,,,1100001,110000105,11000010501,Moosup River,Upper Moosup River,,459.9,140.2
335,WW335,RI0010046E-01C,Estuary,Great Salt Pond Trib. #7 (Trim's Pond West),,New Shoreham,,WASHINGTON,RI,41.177458,-71.576946,12,2004,2011,Not Active,S,,Yes,,,1090005,109000504,10900050404,Frontal Block Island Sound,Block Island,,-0.1,
336,WW336,RI0010046E-01C,Stream or river,Great Salt Pond Trib. #8 (Meyer's),,New Shoreham,,WASHINGTON,RI,41.16829,-71.56697,12,,,Not Active,S,,No,,,1090005,109000504,10900050404,Frontal Block Island Sound,Block Island,,28.1,
337,WW337,RI0007027L-04,Lake or Pond,Kettle Hole Pond,Private pond between Lafayette Road and Rte 4,North Kingstown,,KENT,RI,41.546783,-71.490417,12,1989,,Not Active,S,2.5,No,8,31898.06,1090004,109000409,10900040908,Narragansett Bay,Lower West Passage,,59.6,18.2
338,WW338,RI0008039R-05A,Stream or river,Shickasheen Brook @ Yawgoo Inlet,,Exeter,,WASHINGTON,RI,41.516232,-71.573514,12,1989,,Not Active,S,,No,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,118.6,
339,WW339,RI0006018L-05,Lake or Pond,Printworks Pond,,Cranston,,PROVIDENCE,RI,41.794903,-71.46004,12,2006,2006,Not Active,S,4.1,Yes,,,1090004,109000406,10900040608,Pawtuxet River,Pocassett River,,64.5,19.7
340,WW340,RI0005047L-08,Lake or Pond,Clarkville Pond,,Glocester,,PROVIDENCE,RI,41.922275,-71.788518,12,2006,2006,Not Active,S,4,No,,,1100001,110000103,11000010301,Fivemile River,Upper Fivemile River,,537.9,163.9
341,WW341,RI0007028R-03D,Stream or river,HW#6 - Hunt River (@ Forge Rd),,North Kingstown,"North Kingstown, Warwick",KENT,RI,41.641357,-71.445035,12,2006,2016,Active,S,,Yes,,,1090004,109000409,10900040904,Narragansett Bay,Hunt River,,-2.3,
342,WW342,RI0006017L-01,Lake or Pond,Meshanicut Pond,,Cranston,,PROVIDENCE,RI,41.768972,-71.475951,12,2006,2006,Not Active,S,2,Yes,,,1090004,109000406,10900040609,Pawtuxet River,Pawtuxet River,,58.1,17.7
343,WW343,RI0008040L-04,Lake or Pond,Ashville Pond,,Hopkinton,,WASHINGTON,RI,41.500915,-71.755617,12,2003,2003,Not Active,S,4,Yes,,,1090005,109000501,10900050102,Wood River,Lower Wood River,,158.9,48.4
344,WW344,RI0010043E-06A,Salt Pond,Pt. Judith Pond - Gardiner Island,,South Kingstown,,WASHINGTON,RI,41.407192,-71.508003,12,2007,2016,Active,D,,Yes,,,1090005,109000504,10900050402,Frontal Block Island Sound,Point Judith Pond-Frontal Block Island Sound,,-3.3,
345,WW345,RI0010043E-07,Salt Pond,Quonochontaug Pond - Harmonic Cove,,Westerly,,WASHINGTON,RI,41.337776,-71.73867,12,2006,2016,Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,-4.8,
346,WW346,RI0010043E-07,Salt Pond,Quonochontaug Pond - N. of Bill's Is.,,Charlestown,,WASHINGTON,RI,41.343723,-71.71936,12,2009,2016,Active,D,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,,
347,WW347,RI0010043E-07,Salt Pond,Quonochontaug Pond - Shady Harbor Bk,,Charlestown,,WASHINGTON,RI,41.349083,-71.718086,12,2010,,Not Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,,
348,WW348,RI0010043E-04A,Salt Pond,Ninigret Pond - Potato Point,,Charlestown,,WASHINGTON,RI,41.368599,-71.646606,12,2008,2016,Active,D,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,,
349,WW349,RI0010043E-09,Salt Pond,Winnapaug Pond - Aquaculture,,Westerly,,WASHINGTON,RI,41.330276,-71.787361,12,2006,,Not Active,S,,Yes,,,1090005,109000504,10900050404,Southwest Coastal Waters,Southwest Coastal Waters,,,
350,WW350,RI0010043E-09,Salt Pond,Winnapaug Pond - Breachway,,Westerly,,WASHINGTON,RI,41.335361,-71.768028,12,2006,2011,Not Active,S,,Yes,,,1090005,109000504,10900050404,Southwest Coastal Waters,Southwest Coastal Waters,,,
351,WW351,RI0010043E-09,Salt Pond,Winnapaug Pond - Golf Course Cove,,Westerly,,WASHINGTON,RI,41.338402,-71.778793,12,2006,,Not Active,S,,Yes,,,1090005,109000504,10900050404,Southwest Coastal Waters,Southwest Coastal Waters,,,
352,WW352,RI0010043E-09,Salt Pond,Winnapaug Pond - SWest Corner,,Westerly,,WASHINGTON,RI,41.328362,-71.803696,12,2006,2016,Active,S,,Yes,,,1090005,109000504,10900050404,Southwest Coastal Waters,Southwest Coastal Waters,,,
353,WW353,RI0008040R-16B,Reservoir ,Barberville Pond (Wood River impoundment adjacent to the WPWA campus),,Richmond,,WASHINGTON,RI,41.540676,-71.696053,12,,,Not Active,S,,Yes,,,1090005,109000501,10900050101,Wood River,Upper Wood River,,108.1,32.9
354,WW354,RI0008039R-03,Stream or river,Beaver River #2 (Hillsdale Rd.),,Richmond,,WASHINGTON,RI,41.525543,-71.639275,12,,,Not Active,S,,Yes,,,1090005,109000502,10900050203,Upper Pawcatuck River,Beaver River,,224.5,
355,WW355,RI0008039R-03,Stream or river,Beaver River #5 (Lewiston Rd.),,Richmond,,WASHINGTON,RI,41.454723,-71.628632,12,,,Not Active,S,,No,,,1090005,109000502,10900050203,Upper Pawcatuck River,Beaver River,,85.6,
356,WW356,RI0007027E-03A,Ocean,Bonnet Beach @ Club,,Narragansett,,WASHINGTON,RI,41.472299,-71.427186,12,,,Not Active,S,,No,,,1090004,109000409,10900040908,Narragansett Bay,Lower West Passage,,,
357,WW357,RI0007027E-03A,Ocean,Bonnet Beach @ Kelly,,Narragansett,,WASHINGTON,RI,41.471389,-71.429644,12,,2012,Not Active,S,,No,,,1090004,109000409,10900040908,Narragansett Bay,Lower West Passage,,,
358,WW358,RI0007027E-03A,Ocean,Bonnet Beach @ Wesquage Outflow,,Narragansett,,WASHINGTON,RI,41.472474,-71.423924,12,,2010,Not Active,S,,Yes,,,1090004,109000409,10900040908,Narragansett Bay,Lower West Passage,,,
359,WW359,RI0007024R-01,Stream or river,Buckeye Brook @ Old Warwick Ave,,Warwick,,KENT,RI,41.714282,-71.398305,12,2012,2016,Active,S,,Yes,,,1090004,109000409,10900040902,Narragansett Bay,Upper Narragansett Bay,,9.4,
360,WW360,RI0006013L-01,Reservoir ,Flat River Reservoir @ Acres of Pine,,Coventry,,KENT,RI,41.697951,-71.617539,12,,,Not Active,S,,Yes,,,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,246.8,75.2
361,WW361,RI0006013L-01,Reservoir ,Flat River Reservoir @ Colwells / Marina,,Coventry,,KENT,RI,41.705141,-71.629097,12,,,Not Active,S,,Yes,,,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,246.8,75.2
362,WW362,RI0006013L-01,Reservoir ,Flat River Reservoir @ Dam,,Coventry,,KENT,RI,41.698226,-71.594956,12,,,Not Active,S,,Yes,,,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,246.8,75.2
363,WW363,RI0006013L-01,Reservoir ,Flat River Reservoir @ Lazy Croft,,Coventry,,KENT,RI,41.702329,-71.626562,12,,,Not Active,S,,Yes,,,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,246.8,75.2
364,WW364,RI0006013L-01,Reservoir ,Flat River Reservoir @ Raymonds Pt,,Coventry,,KENT,RI,41.696243,-71.607847,12,,,Not Active,S,,Yes,,,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,246.8,75.2
365,WW365,RI0006013L-01,Reservoir ,Flat River Reservoir @ Wood Cove,,Coventry,,KENT,RI,41.680227,-71.6019,12,,,Not Active,S,,Yes,,,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,246.8,75.2
366,WW366,RI0006013L-01,Reservoir ,Flat River Reservoir @ Hall's Beach,,Coventry,,KENT,RI,41.703487,-71.622982,12,,,Not Active,S,,Yes,,,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,246.8,75.2
367,WW367,RI0007025E-02,Estuary,Greenwich Bay #15 - Brushneck Cove,,Warwick,,KENT,RI,41.688066,-71.403828,12,,,Not Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,,
368,WW368,,Stream or river,Green Falls at Green Falls Pond,,North Stonington,,NEW LONDON,CT,41.536576,-71.810181,12,,,Not Active,S,,Yes,,,1090005,109000503,10900050301,Lower Pawcatuck River,Ashaway River,,,
369,WW369,CT0007029R-02,Lake or Pond,Williams Pond,,Lebanon,,NEW LONDON,CT,41.63028,-72.303826,12,,,Not Active,S,,No,,,1100003,110000301,11000030101,Frontal Fishers Island Sound,Deep River-Frontal Fishers Island Sound,,,0
370,WW370,RI0007029L-01,Reservoir ,Melville Pond - Lower,,Portsmouth,,NEWPORT,RI,41.591713,-71.278767,12,,,Not Active,S,,Yes,,,1090004,109000409,10900040907,Narragansett Bay,Upper East Passage,,41.2,12.6
371,WW371,RI0006014R-04A,Stream or river,Pawtuxet River @ Sandy Bottom Rd,,Coventry,,KENT,RI,41.685999,-71.560653,12,,,Not Active,S,,Yes,,,1090004,109000406,10900040603,Pawtuxet River,South Branch Pawtuxet River,,214.9,
372,WW372,RI0008039R-31B,Stream or river,Queen's Fort Brook (at Main Street into Job Corp),,Exeter,,WASHINGTON,RI,41.547001,-71.548164,12,,,Not Active,S,,Yes,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,145.3,
373,WW373,RI0010048E-02,Estuary,Quicksand Pond @ Gut,,Little Compton,,NEWPORT,RI,41.499255,-71.125637,12,1995,,Not Active,S,,No,,,1090002,109000205,10900020503,Sakonnet Point-Frontal Rhode Island Sound,Sakonnet Point-Frontal Rhode Island Sound,,1.5,
374,WW374,RI0010048R-03,Stream or river,Quicksand Pond Trib - Pottsville Brook (Tribs East of Cole Brook),,Little Compton,,NEWPORT,RI,41.52559,-71.130919,12,1995,,Not Active,S,,Yes,,,1090002,109000205,10900020503,Sakonnet Point-Frontal Rhode Island Sound,Sakonnet Point-Frontal Rhode Island Sound,,40.1,
375,WW375,RI0010048R-01,Stream or river,"Quicksand Pond Trib - Cole Brook, Upper (Pottsville Rd.)",,Little Compton,,NEWPORT,RI,41.522889,-71.139164,12,1995,,Not Active,S,,Yes,,,1090002,109000205,10900020503,Sakonnet Point-Frontal Rhode Island Sound,Sakonnet Point-Frontal Rhode Island Sound,,18.7,
376,WW376,RI0010048R-03,Stream or river,Quicksand Pond Trib - Rock Bridge Creek (@ Rockbridge Dr.),,Little Compton,,NEWPORT,RI,41.516794,-71.129251,12,2010,2014,Active,S,,Yes,,,1090002,109000205,10900020503,Sakonnet Point-Frontal Rhode Island Sound,Sakonnet Point-Frontal Rhode Island Sound,,13.6,
377,WW377,RI0010045R-05A,Stream or river,Saugatucket River @ Rte 138.  Saug #1,,South Kingstown,,WASHINGTON,RI,41.490722,-71.487091,12,,,Not Active,S,,Yes,,,1090005,109000504,10900050401,Frontal Block Island Sound,Saugatucket River,,66.8,
378,WW378,RI0010045R-05A,Stream or river,Saugatucket River @ Broad Rock Rd.  Saug #1,,South Kingstown,,WASHINGTON,RI,41.488339,-71.48483,12,,,Not Active,S,,Yes,,,1090005,109000504,10900050401,Frontal Block Island Sound,Saugatucket River,,53.5,
380,WW380,RI0010045R-05B,Stream or river,Saugatucket River just upstream of Saugatucket Pond.  Saug #3,,South Kingstown,,WASHINGTON,RI,41.463634,-71.491887,12,,,Not Active,S,,Yes,,,1090005,109000504,10900050401,Frontal Block Island Sound,Saugatucket River,,31.6,
381,WW381,RI0010045R-05B,Stream or river,Saugatucket River just below Saugatucket Pond Dam.  Saug #3,,South Kingstown,,WASHINGTON,RI,41.451683,-71.496144,12,,,Not Active,S,,Yes,,,1090005,109000504,10900050401,Frontal Block Island Sound,Saugatucket River,,16.6,
382,WW382,RI0010045R-05B,Stream or river,Saugatucket River @ Church Street.  Saug #4,,South Kingstown,,WASHINGTON,RI,41.44776,-71.496604,12,,,Not Active,S,,Yes,,,1090005,109000504,10900050401,Frontal Block Island Sound,Saugatucket River,,28.5,
383,WW383,RI0010045R-04,Stream or river,"Saugatucket River Trib @ Kingstown Rd. (Rocky Brook), Saug#5",,South Kingstown,,WASHINGTON,RI,41.451725,-71.501465,12,,,Not Active,S,,Yes,,,1090005,109000504,10900050401,Frontal Block Island Sound,Saugatucket River,,29.4,
384,WW384,RI0010045R-05B,Stream or river,"Saugatucket River @ Wakefield School footbridge, Saug #5",,South Kingstown,,WASHINGTON,RI,41.439114,-71.500013,12,,,Not Active,S,,Yes,,,1090005,109000504,10900050401,Frontal Block Island Sound,Saugatucket River,,10.5,
385,WW385,RI0010045R-05B,Stream or river,Saugatucket River @ Main Street Dam.  Saug # 6,,South Kingstown,,WASHINGTON,RI,41.437322,-71.501247,12,,,Not Active,S,,Yes,,,1090005,109000504,10900050401,Frontal Block Island Sound,Saugatucket River,,11.7,
386,WW386,RI0010045R-02,Stream or river,Saugatucket River Trib - Indian Run River @ Peace Dale Green/Guild.  Saug #4,,South Kingstown,,WASHINGTON,RI,41.450004,-71.494798,12,,,Not Active,S,,Yes,,,1090005,109000504,10900050401,Frontal Block Island Sound,Saugatucket River,,15.9,
387,WW387,RI0010045R-01,Stream or river,Saugatucket River Trib - Indian Lake outflow @ Broad Rock Rd.   (Fresh Meadow Brook).  Saug # 7,,South Kingstown,,WASHINGTON,RI,41.47906,-71.482454,12,,,Not Active,S,,Yes,,,1090005,109000504,10900050401,Frontal Block Island Sound,Saugatucket River,,51,
389,WW389,RI0008039R-05A,Stream or river,Shickasheen @ Arrow Swamp,,Exeter,,WASHINGTON,RI,41.527657,-71.554436,12,,,Not Active,S,,No,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,195.1,
390,WW390,RI0008039R-05B,Stream or river,Shickasheen @ Waites Corner Rd. (Richmond Farm),,South Kingstown,,WASHINGTON,RI,41.490001,-71.55862,12,,,Not Active,S,,Yes,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,110.5,
391,WW391,RI0008040R-16C,Stream or river,Wood River @ Switch Rd.,,Hopkinton,,WASHINGTON,RI,41.491318,-71.715401,12,,2016,Active,S,,Yes,,,1090005,109000501,10900050102,Wood River,Lower Wood River,,61.2,
392,WW392,RI0001002L-07,Stream or river,Smith & Sayles - Dam,,Glocester,,PROVIDENCE,RI,41.902049,-71.677654,12,,,Not Active,S,,Yes,,,1090003,109000302,10900030203,Lower Blackstone River,Chepachet River,,420.1,
394,WW394,RI0008040R-01,Stream or river,Acid Factory Brook at inlet to Eisenhower Lake,,West Greenwich,,KENT,RI,41.624008,-71.715706,12,,,Not Active,S,,No,,,1090005,109000501,10900050101,Wood River,Upper Wood River,,211.6,
395,WW395,,Stream or river,Asseconk Brook @ Jeremy Hill,,North Stonington,,NEW LONDON,CT,41.438705,-71.910408,12,,,Not Active,S,,Yes,,,1090005,109000503,10900050301,Lower Pawcatuck River,Ashaway River,,,
396,WW396,RI0008040R-02,Stream or river,Breakheart Brook,,Exeter,,WASHINGTON,RI,41.588036,-71.709351,12,,,Not Active,S,,Yes,,,1090005,109000501,10900050101,Wood River,Upper Wood River,,156,
397,WW397,RI0008039R-04,Stream or river,Cedar Swamp Brook,,Charlestown,,WASHINGTON,RI,41.427074,-71.695,12,,,Not Active,S,,Yes,,,1090005,109000502,10900050205,Upper Pawcatuck River,Tomaquag Brook-Pawcatuck River,,44.9,
398,WW398,,Stream or river,Glade Brook,,North Stonington,,NEW LONDON,CT,41.468136,-71.808098,12,,,Not Active,S,,Yes,,,1090005,109000503,10900050301,Lower Pawcatuck River,Ashaway River,,,
399,WW399,RI0008040R-10,Stream or river,Kelley Brook,,North Stonington,,NEW LONDON,RI,41.612255,-71.753281,12,,,Not Active,S,,Yes,,,1090005,109000501,10900050101,Wood River,Upper Wood River,,246.4,
400,WW400,RI0010046E-01A,Ocean,BI Beach Club,,New Shoreham,,WASHINGTON,RI,41.196128,-71.574202,12,,,Not Active,S,,Yes,,,1090005,109000504,10900050404,Frontal Block Island Sound,Block Island,,,
401,WW401,,Stream or river,Pendelton Hill Brook,,North Stonington,,NEW LONDON,CT,41.474796,-71.834053,12,,,Not Active,S,,Yes,,,1090005,109000503,10900050301,Lower Pawcatuck River,Ashaway River,,,
402,WW402,RI0008039R-32,Stream or river,Rake Factory Brook,,South Kingstown,,WASHINGTON,RI,41.519803,-71.59827,12,,,Not Active,S,,Yes,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,127.7,
403,WW403,RI0008040R-15,Stream or river,Roaring Bk @ Arcadia,,Exeter,,WASHINGTON,RI,41.558411,-71.685196,12,,,Not Active,S,,Yes,,,1090005,109000501,10900050101,Wood River,Upper Wood River,,216.9,
404,WW404,RI0008040R-15,Stream or river,Roaring Bk @ Summit Rd,,Exeter,,WASHINGTON,RI,41.556892,-71.697853,12,,,Not Active,S,,Yes,,,1090005,109000501,10900050101,Wood River,Upper Wood River,,165.5,
